"","Country.Name","SI.POV.NAHC_2000","SI.DST.FRST.20_2000","SP.DYN.LE00.IN_2000","SE.ENR.PRSC.FM.ZS_2000","NY.GDP.MKTP.CD_2000","NY.GDP.MKTP.KD.ZG_2000","NY.GDP.PCAP.CD_2000","FP.CPI.TOTL.ZG_2000","SI.POV.NAHC_2001","SI.DST.FRST.20_2001","SP.DYN.LE00.IN_2001","SE.ENR.PRSC.FM.ZS_2001","NY.GDP.MKTP.CD_2001","NY.GDP.MKTP.KD.ZG_2001","NY.GDP.PCAP.CD_2001","FP.CPI.TOTL.ZG_2001","SI.POV.NAHC_2002","SI.DST.FRST.20_2002","SP.DYN.LE00.IN_2002","SE.ENR.PRSC.FM.ZS_2002","NY.GDP.MKTP.CD_2002","NY.GDP.MKTP.KD.ZG_2002","NY.GDP.PCAP.CD_2002","FP.CPI.TOTL.ZG_2002","SI.POV.NAHC_2003","SI.DST.FRST.20_2003","SP.DYN.LE00.IN_2003","SE.ENR.PRSC.FM.ZS_2003","NY.GDP.MKTP.CD_2003","NY.GDP.MKTP.KD.ZG_2003","NY.GDP.PCAP.CD_2003","FP.CPI.TOTL.ZG_2003","SI.POV.NAHC_2004","SI.DST.FRST.20_2004","SP.DYN.LE00.IN_2004","SE.ENR.PRSC.FM.ZS_2004","NY.GDP.MKTP.CD_2004","NY.GDP.MKTP.KD.ZG_2004","NY.GDP.PCAP.CD_2004","FP.CPI.TOTL.ZG_2004","SI.POV.NAHC_2005","SI.DST.FRST.20_2005","SP.DYN.LE00.IN_2005","SE.ENR.PRSC.FM.ZS_2005","NY.GDP.MKTP.CD_2005","NY.GDP.MKTP.KD.ZG_2005","NY.GDP.PCAP.CD_2005","FP.CPI.TOTL.ZG_2005","SI.POV.NAHC_2006","SI.DST.FRST.20_2006","SP.DYN.LE00.IN_2006","SE.ENR.PRSC.FM.ZS_2006","NY.GDP.MKTP.CD_2006","NY.GDP.MKTP.KD.ZG_2006","NY.GDP.PCAP.CD_2006","FP.CPI.TOTL.ZG_2006","SI.POV.NAHC_2007","SI.DST.FRST.20_2007","SP.DYN.LE00.IN_2007","SE.ENR.PRSC.FM.ZS_2007","NY.GDP.MKTP.CD_2007","NY.GDP.MKTP.KD.ZG_2007","NY.GDP.PCAP.CD_2007","FP.CPI.TOTL.ZG_2007","SI.POV.NAHC_2008","SI.DST.FRST.20_2008","SP.DYN.LE00.IN_2008","SE.ENR.PRSC.FM.ZS_2008","NY.GDP.MKTP.CD_2008","NY.GDP.MKTP.KD.ZG_2008","NY.GDP.PCAP.CD_2008","FP.CPI.TOTL.ZG_2008","SI.POV.NAHC_2009","SI.DST.FRST.20_2009","SP.DYN.LE00.IN_2009","SE.ENR.PRSC.FM.ZS_2009","NY.GDP.MKTP.CD_2009","NY.GDP.MKTP.KD.ZG_2009","NY.GDP.PCAP.CD_2009","FP.CPI.TOTL.ZG_2009","SI.POV.NAHC_2010","SI.DST.FRST.20_2010","SP.DYN.LE00.IN_2010","SE.ENR.PRSC.FM.ZS_2010","NY.GDP.MKTP.CD_2010","NY.GDP.MKTP.KD.ZG_2010","NY.GDP.PCAP.CD_2010","FP.CPI.TOTL.ZG_2010","SI.POV.NAHC_2011","SI.DST.FRST.20_2011","SP.DYN.LE00.IN_2011","SE.ENR.PRSC.FM.ZS_2011","NY.GDP.MKTP.CD_2011","NY.GDP.MKTP.KD.ZG_2011","NY.GDP.PCAP.CD_2011","FP.CPI.TOTL.ZG_2011","SI.POV.NAHC_2012","SI.DST.FRST.20_2012","SP.DYN.LE00.IN_2012","SE.ENR.PRSC.FM.ZS_2012","NY.GDP.MKTP.CD_2012","NY.GDP.MKTP.KD.ZG_2012","NY.GDP.PCAP.CD_2012","FP.CPI.TOTL.ZG_2012","SI.POV.NAHC_2013","SI.DST.FRST.20_2013","SP.DYN.LE00.IN_2013","SE.ENR.PRSC.FM.ZS_2013","NY.GDP.MKTP.CD_2013","NY.GDP.MKTP.KD.ZG_2013","NY.GDP.PCAP.CD_2013","FP.CPI.TOTL.ZG_2013","SI.POV.NAHC_2014","SI.DST.FRST.20_2014","SP.DYN.LE00.IN_2014","SE.ENR.PRSC.FM.ZS_2014","NY.GDP.MKTP.CD_2014","NY.GDP.MKTP.KD.ZG_2014","NY.GDP.PCAP.CD_2014","FP.CPI.TOTL.ZG_2014","SI.POV.NAHC_2015","SI.DST.FRST.20_2015","SP.DYN.LE00.IN_2015","SE.ENR.PRSC.FM.ZS_2015","NY.GDP.MKTP.CD_2015","NY.GDP.MKTP.KD.ZG_2015","NY.GDP.PCAP.CD_2015","FP.CPI.TOTL.ZG_2015"
"123","Mali",NA,NA,48.069,0.703769982,2954129566,-0.060834972,269.8711377,-0.677661659,50.9,6.3,48.758,NA,3465305993,15.37623946,307.4369205,5.187011919,NA,NA,49.54,NA,3889758024,3.106308252,334.8365206,5.032822757,NA,NA,50.373,0.712300003,4703504467,9.119041995,392.524759,-1.34672619,NA,NA,51.224,0.734160006,5444474268,1.559998661,440.1684418,-3.099781281,NA,NA,52.057,0.745739996,6247496491,6.534778775,489.021069,6.397882939,41.7,6.4,52.839,0.758830011,6905876385,4.662186878,523.0386031,1.543525969,NA,NA,53.553,0.778299987,8145694632,3.493616813,596.6901888,1.412002017,NA,NA,54.193,0.782509983,9798741074,4.773145081,694.2776501,9.170988137,41.1,8,54.756,0.790750027,10190945007,4.806322267,698.8989219,2.463751886,NA,NA,55.251,0.807290018,10689167195,5.313935279,710.2742022,1.108926907,45.4,NA,55.701,0.818239987,12995074801,3.21313378,837.6034406,2.955643952,NA,NA,56.135,NA,12441946098,-0.836734632,778.6192858,5.323128471,47.1,NA,56.578,NA,13242680705,2.29506829,805.0328382,-0.606736356,46.9,NA,57.036,0.839339972,14364859446,7.084683881,848.2740537,0.883814547,47.2,NA,57.509,0.864260018,13104802016,6.171800024,751.4747889,1.450690576
"124","Malta",NA,NA,78.34878049,0.990819991,4069515557,6.770193911,10432.32806,2.369592875,NA,NA,78.84390244,0.973439991,4088368962,-1.17469665,10402.23333,2.929492443,NA,NA,78.73902439,0.986450016,4470446352,2.565263684,11289.88974,2.188490481,NA,NA,78.54634146,0.990649998,5448415540,4.074067589,13669.49722,1.303837774,NA,NA,79.25365854,0.962710023,6098092512,0.140268537,15197.05661,2.790828481,14.2,NA,79.3,0.96776998,6416184236,3.383593722,15888.17246,3.007966525,15.1,8.6,79.43902439,0.988740027,6778324087,2.510142765,16723.88427,2.773780065,15.3,8.3,79.79268293,0.97319001,7925371459,4.774705802,19485.87115,1.249219238,14.9,8.5,79.63658537,0.979160011,9090406750,3.826359166,22205.35677,4.258621719,15.5,8.2,80.24146341,NA,8696366869,-1.133873655,21083.27705,2.084327461,15.6,8.4,81.39756098,0.935220003,9035932178,5.543640011,21799.17439,1.515635136,15.1,8.5,80.74634146,1.004889965,9638916472,0.467050564,23155.55477,2.962985282,15.8,8.4,80.74634146,1.01256001,9462238257,4.117706376,22527.63686,2.375820578,15.8,8.6,81.74634146,1.01801002,10551661220,5.473355914,24771.07668,1.180284364,16.6,8.6,82.04634146,1.026569963,11626281450,7.633538464,26754.26859,0.310306472,16.5,8.5,81.89756098,1.040079951,11091434435,9.608132348,24921.60357,1.100548264
"125","Marshall Islands",NA,NA,65.23902439,NA,115347500,1.354077564,2272.722795,NA,NA,NA,NA,NA,122824000,6.826071065,2388.549648,NA,NA,NA,NA,0.979929984,131738200,3.741465386,2515.527974,NA,NA,NA,NA,1.047909975,131398500,-1.615867178,2458.068318,NA,NA,NA,NA,0.993070006,133806400,0.949277964,2456.244952,NA,NA,NA,NA,1.154870033,141922500,2.28478911,2568.361142,NA,NA,NA,NA,1.003829956,145474100,0.66815941,2608.605448,NA,NA,NA,NA,0.992320001,153884600,2.769118673,2745.438975,NA,NA,NA,NA,1.031960011,153135800,-6.753094595,2726.097483,NA,NA,NA,NA,1.009260058,151772600,1.443806379,2698.179556,NA,NA,NA,NA,NA,162164700,7.555390306,2876.994997,NA,NA,NA,NA,NA,174332100,-0.75614346,3083.83188,NA,NA,NA,NA,NA,182874800,-2.370339048,3224.338382,NA,NA,NA,NA,NA,187707400,3.717627874,3296.698163,NA,NA,NA,NA,NA,184689500,-0.939965317,3230.02326,NA,NA,NA,NA,1.015650034,184599600,1.591288446,3213.837288,NA
"126","Mauritania",51,6.2,60.706,0.92760998,1779521110,-3.918025879,676.5676584,3.254067458,NA,NA,60.788,0.924510002,1746064719,-0.799493816,646.116311,4.714896347,NA,NA,60.892,0.94520998,1777058593,1.381483962,639.6671224,3.895705258,NA,NA,61.018,0.966030002,2051147607,6.928269551,717.9003701,5.151901508,46.7,6.5,61.17,0.981299996,2362501023,4.732757925,803.7776421,10.36762335,NA,NA,61.349,1.003350019,2936019526,8.566287249,970.8436448,12.12564872,NA,NA,61.552,0.990800023,4008583968,18.33319876,1288.144297,6.241033281,NA,NA,61.776,NA,4328063511,-1.969422752,1351.456842,7.254108413,42,6.7,62.015,1.014760017,5138471610,-0.331079195,1558.889743,7.346635412,NA,NA,62.266,1.00959003,4725200358,0.097875872,1392.464144,2.220920324,NA,NA,62.527,1.010519981,5628882266,2.620229521,1610.923908,6.283540874,NA,NA,62.799,1.012519956,6764635687,4.172783283,1879.771427,5.686319596,NA,NA,63.079,1.004349947,6728208836,4.470013182,1815.219429,4.902427272,NA,NA,63.366,1.021929979,7223063170,4.150813186,1892.095487,4.129101738,31,7.5,63.654,1.021260023,6592537782,4.274823271,1677.108166,3.534368561,NA,NA,63.936,1.020720005,6166857629,5.376339237,1524.072883,3.237703083
"127","Mauritius",NA,NA,71.66341463,0.980929971,4663313620,8.202791783,3929.075495,4.199288256,NA,NA,71.76585366,0.985459983,4613630623,3.347540711,3856.625227,5.389344262,NA,NA,71.96585366,0.998619974,4841310240,1.614918645,4018.948897,6.419333722,NA,NA,72.12130081,0.99496001,5816553827,5.925445489,4793.718179,3.921053576,NA,NA,72.27674797,0.989539981,6578844486,4.330019872,5388.065784,4.710370601,NA,NA,72.43219512,0.986919999,6488750453,1.777543037,5282.906022,4.93717005,NA,7.6,72.43219512,1.014170051,7028803366,4.865544591,5695.969327,8.913501057,NA,NA,72.57073171,1.014760017,8150138757,5.727016142,6574.654338,8.827292724,NA,NA,72.57073171,1.014899969,9990370016,5.38696257,8030.063005,9.732283171,NA,NA,72.88243902,1.022969961,9128843109,3.315076989,7318.12641,2.516091281,NA,NA,72.96731707,1.025820017,10003670690,4.377203239,8000.376432,2.932363014,NA,NA,73.26682927,1.027670026,11518393367,4.077538074,9197.026972,6.522492549,7.9,7,73.86341463,1.028360009,11668685524,3.496118338,9291.227619,3.852160333,NA,NA,74.01707317,1.023030043,12129642296,3.360406103,9637.00265,3.543295739,NA,NA,74.19439024,1.019279957,12803445934,3.744575773,10153.93822,3.21769192,NA,NA,74.35317073,1.032019973,11692287066,3.55307173,9260.447303,1.286549708
"128","Mexico",NA,3.7,74.34,0.989459991,7.07907e+11,4.942453715,7157.8145,9.491561494,NA,NA,74.658,0.996200025,7.56706e+11,-0.404390127,7544.568648,6.367738062,NA,4.2,74.922,1.001379967,7.72106e+11,-0.039844481,7593.137793,5.030727332,NA,NA,75.118,1.009690046,7.29336e+11,1.446382684,7075.369643,4.546900121,NA,4.2,75.243,1.005069971,7.82241e+11,3.92059081,7484.486542,4.688408848,NA,4,75.3,1.00454998,8.77476e+11,2.307807066,8277.671251,3.988057146,NA,4.5,75.296,1.008620024,9.75387e+11,4.495077894,9068.294387,3.629467624,NA,NA,75.255,1.013739944,1.0527e+12,2.291445714,9642.680605,3.966849055,44.4,4.1,75.194,1.019760013,1.10999e+12,1.143584587,10016.5713,5.124982746,NA,NA,75.128,1.024600029,9.00045e+11,-5.285744137,8002.972106,5.297355842,NA,4.7,75.065,1.025060058,1.0578e+12,5.118118143,9271.398233,4.156727227,NA,NA,75.011,1.024250031,1.18049e+12,3.66300793,10203.42085,3.407378246,45.5,4.5,74.966,1.023970008,1.20109e+12,3.642322679,10241.72792,4.111509811,NA,NA,74.93,1.020799994,1.27444e+12,1.354091962,10725.18332,3.806390697,46.2,4.7,74.908,1.022830009,1.31535e+12,2.849773255,10928.91683,4.018616081,NA,NA,74.904,1.029829979,1.17187e+12,3.293151528,9616.645006,2.72064065
"129","Micronesia, Fed. Sts.",NA,NA,64.55,NA,233271800,4.833903786,2171.950243,2.158518106,NA,NA,64.71,NA,240970900,2.167602441,2248.429175,0.502497351,NA,NA,64.888,NA,242517200,0.546997672,2265.880594,-0.111442426,NA,NA,65.08,NA,245432900,1.572115067,2295.889655,0.126643348,NA,NA,65.282,1.019219995,240236000,-3.080153047,2253.092614,2.276696982,29.9,5.6,65.489,1.022619963,250281900,2.041867164,2358.280018,4.257699782,NA,NA,65.697,NA,253541900,-0.081055293,2406.182916,4.637370086,NA,NA,65.901,NA,256787200,-1.836185294,2458.611313,3.30634278,NA,NA,66.099,NA,263145100,-2.408492587,2541.408883,8.423725662,NA,NA,66.29,NA,280284600,1.093099241,2721.870357,6.393602577,NA,NA,66.471,NA,296944100,2.259389956,2885.445676,3.313709631,NA,NA,66.646,NA,311301600,3.188574755,3009.198647,5.082594039,NA,NA,66.817,NA,327248700,-1.866819755,3131.386715,5.01850353,41.2,5.5,66.986,NA,317214400,-3.679767791,2994.679304,1.752327374,NA,NA,67.152,NA,319271200,-2.305775745,2971.45729,0.650284892,NA,NA,67.315,NA,316489900,4.621884004,2906.376785,-0.298115837
"130","Moldova",NA,6.9,67.006,1.00996995,1288429392,2.107716048,440.6720307,31.29930158,NA,6.7,67.185,1.014790058,1480673594,6.100000413,507.5576584,9.764662858,NA,7,67.362,1.016720057,1661818168,7.799999641,570.9726454,5.301243903,NA,7.6,67.521,1.021329999,1980907435,6.600000038,682.5255088,11.74607921,NA,7.4,67.665,1.029569983,2598249556,7.39999969,897.4499588,12.52427684,NA,7,67.82,1.024500012,2988348836,7.500000139,1034.707058,11.95918372,NA,7.1,68.022,1.027070045,3408244549,4.79999985,1183.379211,12.77775578,NA,7.4,68.302,1.016829967,4401189466,3.00000024,1531.685476,12.36716684,NA,7.3,68.671,1.013870001,6054849885,7.800000145,2111.201495,12.78304726,NA,7.6,69.119,1.011379957,5439422031,-6.000000289,1899.010117,-0.062718597,NA,8.1,69.616,1.014610052,6974960345,7.100000084,2437.529978,7.483850864,NA,8.5,70.119,1.011489987,8414360656,5.818166405,2942.255949,7.687251034,NA,9,70.581,1.010329962,8709165249,-0.589734126,3045.739874,4.546334274,NA,9.1,70.968,1.00849998,9496684701,9.043865482,3322.038436,4.597878974,29.5,9.7,71.267,1.006530046,9510219299,4.999625669,3328.801449,5.088785546,25.4,9.7,71.478,1.001209974,7745231660,-0.338235324,2732.457113,9.676240331
"131","Monaco",NA,NA,NA,NA,2647883816,3.910229226,82367.99128,NA,NA,NA,NA,NA,2718868306,2.187732536,83734.77998,NA,NA,NA,NA,NA,2968987019,1.026495079,90501.3418,NA,NA,NA,NA,NA,3601321065,1.087536596,108627.3057,NA,NA,NA,NA,NA,4137913500,2.470484448,123519.806,NA,NA,NA,NA,NA,4203084194,1.895415281,124193.6056,NA,NA,NA,NA,NA,4582988333,5.803936536,134044.7012,NA,NA,NA,NA,NA,5867916781,14.42889902,169961.3839,NA,NA,NA,NA,NA,6476490406,0.666834793,185721.7942,NA,NA,NA,NA,NA,5451653237,-11.30000062,154762.1994,NA,NA,NA,NA,NA,5367625613,2.099999899,150725.1941,NA,NA,NA,NA,NA,6088808463,7,169020.8878,NA,NA,NA,NA,NA,5743029680,1.000000923,157515.8991,NA,NA,NA,NA,NA,6555983530,9.599998464,177664.1156,NA,NA,NA,NA,NA,7069616049,7.200000717,189422.2188,NA,NA,NA,NA,NA,6261622101,4.899999169,166011.5091,NA
"132","Mongolia",NA,NA,62.869,1.116739988,1136896124,1.146062137,474.2168965,11.59553876,NA,NA,63.319,1.113549948,1267997934,2.952710544,524.0553079,6.277360205,NA,7.5,63.777,1.104879975,1396555720,4.732978465,571.5926395,0.917074687,NA,NA,64.23,1.081030011,1595297356,7.004634575,646.1932563,5.128994994,NA,NA,64.671,1.06400001,1992066808,10.62540596,797.9786853,8.241154494,NA,NA,65.103,1.061370015,2523471532,7.25366544,998.8313648,12.71656741,NA,NA,65.538,1.054939985,3414055566,8.556234809,1334.211681,5.095166617,NA,7.3,65.985,NA,4234999823,10.24801636,1632.726952,9.630963096,NA,NA,66.447,NA,5623216449,8.900367946,2136.563214,27.95566502,NA,NA,66.916,1.032539964,4583850368,-1.268598941,1714.360545,7.619505935,38.8,7.8,67.38,1.02402997,7189481824,6.365161685,2643.292914,10.04620659,33.7,7.8,67.818,NA,10409797649,17.29077758,3757.558633,8.411214953,27.4,7.6,68.217,NA,12292770631,12.31981985,4351.88692,14.33033483,NA,NA,68.566,NA,12582122604,11.64891619,4366.075901,10.49065676,21.6,8.1,68.863,NA,12226514722,7.885225482,4158.525715,12.25398081,NA,NA,69.111,NA,11749620620,2.379835807,3918.579174,5.726872247
"133","Montenegro",NA,NA,73.228,NA,984297589.4,3.100000184,1627.072633,NA,NA,NA,73.233,NA,1159869246,1.099842719,1909.598702,NA,NA,NA,73.285,NA,1284685051,1.90393392,2106.635068,NA,NA,NA,73.37,1.013560057,1707710053,2.482659361,2789.159065,NA,NA,NA,73.486,1.016919971,2073234418,4.426052958,3380.165121,NA,NA,NA,73.642,1.026559949,2257174481,4.180601527,3674.617924,NA,NA,NA,73.85,1.023190022,2721903149,8.566419508,4425.678873,2.924512581,NA,NA,74.115,1.01970005,3680711744,6.810150491,5976.394145,4.347122157,NA,NA,74.43,1.104060054,4545674528,7.222752034,7367.751909,8.758727696,NA,NA,74.784,1.017240047,4159330370,-5.795096184,6727.107767,3.466723732,NA,NA,75.151,1.020550013,4142931813,2.734379292,6688.318598,0.65494657,NA,NA,75.505,1.020660043,4544575152,3.228419022,7329.026063,3.450143112,25.2,4.5,75.823,1.026839972,4087561650,-2.723796788,6586.456756,4.14524725,24.1,5.2,76.089,NA,4464502434,3.548980552,7186.819262,2.205892681,24.4,5.1,76.297,NA,4587741791,1.783712151,7378.044404,-0.710514052,24,5.2,76.452,1.011270046,4053097851,3.390388794,6514.569188,1.548691582
"134","Morocco",15.3,6.5,68.684,0.83178997,38857251336,1.912872981,1334.943051,1.894634568,NA,NA,69.193,0.854349971,39459581217,7.319967454,1339.293577,0.619801875,NA,NA,69.769,0.868110001,42236836821,3.121449656,1416.488158,2.795619669,NA,NA,70.399,0.879809976,52064058834,5.961162155,1725.458038,1.167733675,NA,NA,71.067,0.883870006,59626020162,4.797018362,1952.90183,1.493444034,NA,NA,71.746,0.886529982,62343022651,3.291639684,2018.025743,0.98264166,8.9,6.5,72.403,0.88981998,68640825481,7.574631645,2196.01219,3.28476167,8.9,NA,73.009,0.89507997,79041294874,3.531594152,2499.259938,2.042085127,NA,NA,73.546,0.898289979,92507257784,5.923277686,2890.360083,3.714843115,NA,NA,74.003,0.90504998,92897320376,4.243757321,2866.924199,0.971862999,NA,NA,74.382,0.912400007,93216746662,3.815717917,2839.925168,0.993557401,NA,NA,74.696,0.913739979,1.0137e+11,5.245697297,3046.949136,0.90692491,NA,NA,74.97,0.912949979,98266306615,3.009961262,2912.658275,1.287122401,4.8,6.7,75.227,NA,1.06826e+11,4.5354242,3121.681176,1.880654667,NA,NA,75.477,NA,1.10081e+11,2.669493927,3171.699192,0.442310054,NA,NA,75.726,NA,1.0118e+11,4.536378168,2875.257985,1.557907113
"135","Mozambique",NA,NA,48.946,0.739080012,5656473652,1.180300789,319.3595848,NA,NA,NA,49.295,0.755379975,5398568544,12.0868744,296.2683419,NA,54.1,5.4,49.61,0.773599982,5677003239,9.291051885,302.5451047,NA,NA,NA,49.889,NA,6303391144,6.878532872,326.0751403,NA,NA,NA,50.143,0.812359989,7631120533,7.916407836,383.2701642,NA,NA,NA,50.387,0.822170019,8542070110,6.645908281,416.8098649,6.427552781,NA,NA,50.641,0.837870002,9176889070,9.694374092,435.334022,13.24508791,NA,NA,50.934,0.844319999,10450843291,7.729746242,482.1986304,8.489486755,54.7,5.2,51.292,0.854260027,12556195189,7.317755324,563.6496343,14.5028053,NA,NA,51.738,0.87063998,11914471497,6.318197232,520.4028135,3.788613309,NA,NA,52.31,0.876929998,11104648673,6.502353115,471.904203,12.42554217,NA,NA,53.043,0.888090014,14381552433,7.417384316,594.5864667,11.16660561,NA,NA,53.931,0.893949986,16350804543,7.258439253,657.6453378,2.60245457,NA,NA,54.949,0.898970008,16974320551,6.963607135,664.0782118,4.261352509,46.1,4.2,56.062,0.904950023,17716084108,7.398512797,673.9699555,2.559748758,NA,NA,57.206,0.906029999,15950969019,6.72327878,589.8590281,3.550759674
"136","Myanmar",NA,NA,60.063,0.99308002,8905066164,13.74593056,190.6062319,-0.109165515,NA,NA,60.377,0.961210012,6477790688,11.34399707,137.1683267,21.10130538,NA,NA,60.685,0.964699984,6777632512,12.02551343,142.0822652,57.07451126,NA,NA,60.989,0.967809975,10467109978,13.84399689,217.3904189,36.58971753,NA,NA,61.294,0.966489971,10567354056,13.56466162,217.5942826,4.534213741,48.2,NA,61.607,0.986660004,11986972419,13.56895002,244.8823499,9.368618142,NA,NA,61.938,0.982299984,14502553710,13.07610138,294.1631813,19.99648734,NA,NA,62.294,NA,20182477481,11.99143524,406.7286892,35.02459707,NA,NA,62.678,NA,31862554102,10.25530539,638.1490599,26.79953719,NA,NA,63.089,0.991249979,36906181381,10.5500091,734.4460067,1.472343114,42.2,NA,63.525,1.007699966,49540813342,9.634439452,979.05163,7.718381959,NA,NA,63.983,NA,59977326086,5.591482378,1176.242453,5.021460146,NA,NA,64.453,NA,59937797559,7.332670447,1165.794329,1.467583227,NA,NA,64.921,NA,60269734045,8.426001025,1162.33144,5.643038834,NA,NA,65.378,0.988409996,65446199788,7.990915597,1251.820765,4.953299185,32.1,7.3,65.81,NA,67822772707,6.99284029,1287.430487,9.454171895
"137","Namibia",NA,NA,52.192,1.013149977,3833993703,3.49218322,2136.440243,NA,NA,NA,51.399,1.01462996,3476452446,1.177948782,1906.292604,NA,NA,NA,50.862,1.012230039,3275669889,4.788661247,1769.17591,NA,37.7,3,50.589,1.008810043,4811994025,4.23979429,2560.774036,7.136153115,NA,NA,50.6,1.011690021,6480441754,12.26954817,3396.911932,4.136632131,NA,NA,50.931,1.009629965,7101514450,2.529262596,3663.747188,2.28194607,NA,NA,51.609,1.016090035,7840138006,7.073175299,3977.106678,4.961166893,NA,NA,52.593,1.013100028,8729714008,5.374044113,4350.686817,6.547881411,NA,NA,53.817,NA,8496492492,2.64981198,4158.029481,9.094643072,28.7,3.3,55.207,NA,8825055228,0.295970983,4240.686515,9.451726515,NA,NA,56.665,NA,11268186636,6.039249454,5318.00694,4.874919876,NA,NA,58.085,NA,12343501808,5.091338117,5723.32549,5.005595181,NA,NA,59.387,NA,13041886316,5.061682115,5942.218604,6.721997773,NA,NA,60.513,NA,12011207741,5.614719652,5377.727318,5.600925023,NA,NA,61.425,NA,12356482989,5.757787293,5435.17196,5.350169669,17.4,2.8,62.119,NA,11272143473,4.526767116,4869.378373,3.394015384
"138","Nauru",NA,NA,NA,1.163179994,NA,NA,NA,NA,NA,NA,NA,0.954999983,NA,NA,NA,NA,NA,NA,NA,0.932590008,NA,NA,NA,NA,NA,NA,NA,0.923640013,NA,NA,NA,NA,NA,NA,NA,0.948459983,NA,NA,NA,NA,NA,NA,NA,0.956830025,NA,0,NA,NA,NA,NA,NA,0.954469979,NA,6.060606061,NA,NA,NA,NA,NA,0.985790014,NA,-22.85714286,NA,NA,NA,NA,NA,1.021110058,NA,22.22222222,NA,NA,NA,NA,NA,NA,NA,9.090909091,NA,NA,NA,NA,NA,NA,47564520.39,11.11111111,4754.075002,NA,NA,NA,NA,NA,66055407.67,10,6568.102582,NA,NA,NA,NA,0.977209985,96927201.48,11.36363636,9429.633377,NA,NA,NA,NA,NA,98491843.64,30.6122449,9101.91698,NA,NA,NA,NA,0.937659979,104654365.2,26.5625,8829.356719,NA,NA,NA,NA,NA,86779266.16,3.703703704,6956.253801,NA
"139","Nepal",NA,NA,62.288,0.740620017,5494252208,6.199999988,229.4902871,2.478820207,NA,NA,62.945,0.772679985,6007055042,4.799892149,246.725629,2.688303735,NA,NA,63.57,0.788039982,6050875807,0.120143175,244.7208237,3.029399487,NA,6.5,64.165,0.812870026,6330473097,3.945037767,252.4024323,5.707009319,NA,NA,64.729,NA,7273938315,4.682603245,286.1575938,2.841811312,NA,NA,65.264,0.867730021,8130258041,3.479181046,315.80563,6.836332659,NA,NA,65.773,0.91069001,9043715356,3.364614788,346.9452514,6.920335807,NA,NA,66.26,0.946439981,10325618017,3.411560276,391.3801314,2.269219244,NA,NA,66.727,0.970969975,12545438605,6.104639142,470.4555473,9.907830053,NA,NA,67.178,0.984860003,12854985464,4.53307872,478.1731816,11.09482374,25.2,8.3,67.611,1.02895999,16002656434,4.81641465,592.4010975,9.326504107,NA,NA,68.028,1.038490057,18913574371,3.421828241,699.4293377,9.227075461,NA,NA,68.426,1.05223,18851513891,4.781192258,698.4664794,9.459809804,NA,NA,68.806,1.05219996,19271168018,4.128877676,715.923743,9.040163119,NA,NA,69.168,1.05302,20002968838,5.988984661,743.4133813,8.364154697,NA,NA,69.515,1.054630041,21410840909,3.322905439,792.5528906,7.868908956
"140","Netherlands",NA,NA,77.98780488,0.967909992,4.16443e+11,4.195642498,26149.41108,2.360522338,NA,NA,78.1902439,0.973420024,4.31213e+11,2.326955087,26873.27593,4.155841272,NA,NA,78.29268293,0.975520015,4.71614e+11,0.217273595,29204.03983,3.287531047,NA,NA,78.49268293,0.981230021,5.78792e+11,0.155645898,35672.2066,2.09199839,NA,8.4,79.09512195,0.979640007,6.57172e+11,1.984945714,40362.39478,1.263647392,NA,8.7,79.34634146,0.978879988,6.85093e+11,2.050876108,41979.05585,1.688130179,NA,8.7,79.69756098,0.980390012,7.33341e+11,3.460988954,44863.35063,1.101501065,NA,8.8,80.09756098,0.981069982,8.47482e+11,3.772842521,51733.44213,1.613858598,NA,8.7,80.25121951,0.983169973,9.47998e+11,2.170324851,57644.47997,2.486501983,NA,9,80.54878049,0.986419976,8.68077e+11,-3.666883937,52514.02712,1.18977687,NA,9,80.70243902,0.991249979,8.46555e+11,1.342739336,50950.03434,1.275305696,NA,9.1,81.20487805,0.993319988,9.04086e+11,1.551189312,54159.34661,2.341070178,NA,9.1,81.10487805,0.990760028,8.38971e+11,-1.030353991,50073.00566,2.455547653,NA,8.9,81.30487805,NA,8.76924e+11,-0.130175288,52184.06185,2.506898527,NA,8.8,81.70731707,NA,8.90981e+11,1.423395395,52830.17423,0.97603508,12.7,8.9,81.5097561,1.00880003,7.65265e+11,1.959169721,45175.23189,0.600248147
"141","New Caledonia",NA,NA,75.16341463,NA,2682347064,2.100108842,12579.59511,NA,NA,NA,74.83170732,NA,NA,NA,NA,NA,NA,NA,75.10243902,NA,NA,NA,NA,NA,NA,NA,75.27073171,NA,NA,NA,NA,NA,NA,NA,75.47073171,NA,NA,NA,NA,NA,NA,NA,75.72195122,NA,NA,NA,NA,NA,NA,NA,76.07560976,NA,NA,NA,NA,NA,NA,NA,76.47804878,NA,NA,NA,NA,NA,NA,NA,76.6804878,NA,NA,NA,NA,NA,NA,NA,76.9804878,NA,NA,NA,NA,NA,NA,NA,77.25912213,NA,NA,NA,NA,NA,NA,NA,76.64683538,NA,NA,NA,NA,2.428996938,NA,NA,77.06907036,NA,NA,NA,NA,1.749672346,NA,NA,77.17621087,NA,NA,NA,NA,1.27761319,NA,NA,77.2528726,NA,NA,NA,NA,0.178851061,NA,NA,77.24430351,NA,NA,NA,NA,0.570508141
